"","nume","pret_aug","nomenclator","pret_sept","nume_sept","scor_aug_sept","pret_oct","nume_oct","scor_aug_oct","pret_noi","nume_noi","scor_aug_noi"
"579","bere fara alcool cooler 0.5l ursus",2.85,"bere fara alcool (cutie de 500  ml) ",3.54,"bere fara alcool cooler 0.5l ursus",101,2.74,"bere fara alcool 0.5l ursus",100,2.74,"bere fara alcool 0.5l ursus",100
"580","bere 2.25l timisoreana",6.09,"bere blonda (sticla plastic  2-2,5 l) ",7.34,"bere 2.25l timisoreana",101,6.99,"bere 2.25l timisoreana",101,6.99,"bere 2.25l timisoreana",101
"581","bere blonda 2.5l bucegi",7.24,"bere blonda (sticla plastic  2-2,5 l) ",6.39,"bere blonda 2.5l bucegi",101,7.24,"bere blonda 2.5l bucegi",101,7.24,"bere blonda 2.5l bucegi",101
"582","bere blonda 2l 365",4.5,"bere blonda (sticla plastic  2-2,5 l) ",5.1,"bere blonda 2l 365",101,4.04,"bere blonda 1l ursus",76,6.29,"bere blonda bergenbier 2.2l",88
"583","bere pet 2.5l skol",5.99,"bere blonda (sticla plastic  2-2,5 l) ",5.69,"bere skol 2l",86,5.99,"bere 2.5l skol",100,5.99,"bere 2.5l skol",100
"584","bere blonda premium 2.5l albacher",6.14,"bere blonda (sticla plastic  2-2,5 l) ",6.74,"bere blonda premium 2.5l albacher",101,6.14,"bere blonda premium 2.5l albacher",101,6.14,"bere blonda premium 2.5l albacher",101
"585","bere fara alcool natur radler natur radler 0.5l ciuc",2.87,"bere fara alcool (cutie de 500  ml) ",1.86,"bere blonda cu limonada fara alcool ciuc natur radler 0.33l",96,2.89,"bere fara alcool natur radler natur radler 0.5l ciuc",101,2.89,"bere fara alcool natur radler natur radler 0.5l ciuc",101
"586","bere 2.2l bergenbier",6.29,"bere blonda (sticla plastic  2-2,5 l) ",6.89,"bere 2.2l bergenbier",101,6.29,"bere 2.2l bergenbier",101,6.29,"bere 2.2l bergenbier",101
"587","bere blonda 0.5l bergenbier",2.47,"bere la cutie de 500 ml  ",3.07,"bere blonda 0.5l bergenbier",101,1.83,"bere blonda 0.33l bergenbier",95,2.35,"bere blonda bergenbier 0.5l",100
"588","bere blonda 0.5l silva",3.31,"bere la cutie de 500 ml  ",4.19,"bere blonda 0.5l silva",101,3.14,"bere blonda 0.5l beck's",84,2.6,"bere blonda silva 0.5l",100
"589","bere bruna 0.5l ursus",3.47,"bere la cutie de 500 ml  ",3.89,"bere bruna 0.5l ursus",101,2.74,"bere fara alcool 0.5l ursus",83,2.61,"bere blonda ursus 0.5l",88
"590","bere blonda 0.5l albacher",1.96,"bere la cutie de 500 ml  ",2.56,"bere blonda 0.5l albacher",101,20.94,"bere blonda 6x0.5l carlsberg",83,2.19,"bere blonda albacher 0.5l",100
"591","bere 0.5l stejar",2.85,"bere la cutie de 500 ml  ",2.61,"stejar bere blonda 0.5l",100,3.14,"bere blonda 0.5l beck's",72,2.72,"bere stejarii 0.5l",94
"592","bere blonda la sticla 0.5l zimbru",2.13,"bere blonda, pasteurizata -  indigena (sticla de 500 ml,  exclusiv sticla)",2.73,"bere blonda la sticla 0.5l zimbru",101,3.14,"bere blonda 0.5l beck's",82,4.46,"bere blonda dab 0.5l",89
"593","bere blonda fara alcool 0.5l golden brau",2.73,"bere fara alcool (cutie de 500  ml) ",2.5,"bere blonda fara alcool golden brau 0.5l",100,2.74,"bere fara alcool 0.5l ursus",88,2.66,"bere fara alcool golden brau 0.5l",100
"594","struguri albi (vrac)",4.99,"struguri de masa  ",13.59,"struguri roz (vrac)",87,7.99,"struguri albi (vrac)",101,7.99,"struguri albi (vrac)",101
"595","banane kg (vrac)",3.99,"banane  ",6.09,"banane kg (vrac)",101,4.49,"banane kg (vrac)",101,4.49,"banane kg (vrac)",101
"596","lamai kg (vrac)",8.99,"lamii  ",8.59,"lamai kg (vrac)",101,5.99,"lamai kg (vrac)",101,5.99,"lamai kg (vrac)",101
"597","piersici kg (vrac)",3.99,"piersici  ",4.59,"piersici kg (vrac)",101,14.99,"limes kg (vrac)",76,5.99,"piersici plate import per kg",81
"598","mere rosii (vrac)",3.99,"mere  ",4.19,"mere rosii (vrac)",101,27.99,"rosii cherry kg (vrac)",80,27.99,"rosii cherry kg (vrac)",80
"599","portocale kg (vrac)",6.49,"portocale  ",5.59,"portocale kg (vrac)",101,6.99,"portocale kg (vrac)",101,6.99,"portocale kg (vrac)",101
"600","struguri albi fara samburi (vrac)",5.99,"struguri de masa  ",14.59,"struguri albi fara samburi (vrac)",101,7.39,"struguri albi fara samburi (vrac)",101,7.39,"struguri albi fara samburi (vrac)",101
"601","portocale 1kg (produs ambalat)",5.99,"portocale  ",4.59,"portocale 1kg (produs ambalat)",101,8.49,"portocale 1kg",100,5.99,"portocale 1kg",100
"602","kiwi (vrac)",11.99,"kiwi  ",10.59,"kiwi (vrac)",101,5.99,"kiwi (vrac)",101,5.99,"kiwi (vrac)",101
"603","struguri negri kg (vrac)",7.99,"struguri de masa  ",13.59,"struguri roz (vrac)",87,4.99,"struguri negri kg (vrac)",101,4.99,"struguri negri kg (vrac)",101
"604","struguri roze (vrac)",9.99,"struguri de masa  ",12.99,"struguri roze",100,7.99,"struguri roze (vrac)",101,7.99,"struguri roze (vrac)",101
"605","mandarine (vrac)",9.99,"mandarine  ",9.59,"mandarine (vrac)",101,4.99,"mandarine kg",86,4.99,"mandarine kg",86
"606","grapefruit rosu kg (vrac)",7.99,"grapefruit  ",8.59,"grapefruit rosu kg (vrac)",101,4.99,"grapefruit rosu kg (vrac)",101,4.99,"grapefruit rosu kg (vrac)",101
"607","piersici paraguayos (vrac)",5.99,"piersici  ",19.99,"piersici romania",67,4.39,"ciao piersici 2l",67,5.99,"rodii (vrac)",57
"608","grapefruit alb (vrac)",7.99,"grapefruit  ",10.59,"grapefruit alb (vrac)",101,4.38,"ciao grapefruit rosu 2l",69,4.15,"bautura necarbonatata grapefruit alb si portocale tymbark 1.5l",85
"609","rosii kg gusturi romanesti",3.29,"tomate (rosii) de cimp  ",19.59,"fca de porc kg gusturi romanesti",87,7.99,"pere rosii kg gusturi romanesti",100,7.99,"pere rosii kg gusturi romanesti",100
"610","ardei gras rosu (vrac)",10.99,"ardei gras, de cimp  ",11.59,"ardei gras rosu (vrac)",101,9.99,"ardei gras rosu (vrac)",101,9.99,"ardei gras rosu (vrac)",101
"611","ardei gras bianca kg gusturi romanesti",2.99,"ardei gras, de cimp  ",19.59,"fca de porc kg gusturi romanesti",80,5.09,"ardei gras bianca kg gusturi romanesti",101,5.09,"ardei gras bianca kg gusturi romanesti",101
"612","cartofi albi 2.5kg 365",2.99,"cartofi timpurii si de vara  ",6.59,"cartofi noi 2.5kg 365",89,2.99,"cartofi albi 2.5kg 365",101,2.99,"cartofi albi 2.5kg 365",101
"613","morcovi kg (vrac)",1.59,"morcovi  ",2.49,"morcovi kg (vrac)",101,1.59,"morcovi kg gusturi romanesti",80,1.69,"morcovi romania per kg",80
"614","castraveti cornison kg gusturi romanesti",2.79,"castraveti proaspeti, de cimp  ",19.59,"fca de porc kg gusturi romanesti",77,4.49,"castraveti cornison kg gusturi romanesti",101,4.49,"castraveti cornison kg gusturi romanesti",101
"615","ceapa galbena 2kg 365",2.99,"ceapa uscata  ",3.99,"ceapa galbena 2kg 365",101,3.49,"ceapa galbena 2kg 365",101,3.49,"ceapa galbena 2kg 365",101
"616","varza alba kg (vrac)",1.19,"varza alba dulce, de toamna  ",2.09,"varza alba kg (vrac)",101,1.29,"varza alba kg (vrac)",101,1.29,"varza alba kg (vrac)",101
"617","ciuperci champignon brune 500g (produs ambalat)",5.49,"ciuperci champignon"" (de""  cultura) ",5.89,"ciuperci champignon brune 500g (produs ambalat)",101,5.49,"ciuperci champignon brune 500g",100,5.99,"ciuperci champignon brune 500g",100
"618","cartofi rosii 2.5kg 365",3.49,"cartofi timpurii si de vara  ",6.59,"cartofi noi 2.5kg 365",91,3.29,"cartofi rosii 2.5kg 365",101,3.29,"cartofi rosii 2.5kg 365",101
"619","sfecla rosie kg (vrac)",1.49,"sfecla rosie  ",1.79,"sfecla rosie kg (vrac)",101,1.19,"sfecla rosie kg (vrac)",101,1.19,"sfecla rosie kg (vrac)",101
"620","salata iceberg 250g 365",6.49,"salata verde, de cimp  ",7.59,"salata iceberg 250g 365",101,6.99,"salata iceberg 250g 365",101,6.99,"salata iceberg 250g 365",101
"621","porumb dulce fiert 450g (produs ambalat)",6.99,"porumb boabe (cutie 250-425 g)  ",7.59,"porumb dulce fiert 450g (produs ambalat)",101,6.99,"porumb dulce fiert 450g (produs ambalat)",101,6.99,"porumb dulce fiert 450g (produs ambalat)",101
"623","morcov 1kg (produs ambalat)",1.99,"morcovi  ",11.59,"portocale eco 1kg (produs ambalat)",84,1.99,"morcov 1kg (produs ambalat)",101,1.99,"morcov 1kg (produs ambalat)",101
"624","ciuperci champignon 500g 365",4.99,"ciuperci champignon"" (de""  cultura) ",5.59,"ciuperci champignon 500g 365",101,4.99,"ciuperci champignon 500g 365",101,4.99,"ciuperci champignon 500g 365",101
"625","ciuperci champignon 1kg 365",9.99,"ciuperci champignon"" (de""  cultura) ",10.59,"ciuperci champignon 1kg 365",101,9.99,"ciuperci champignon 1kg",100,9.99,"ciuperci champignon 1kg",100
"626","cartofi 5kg 365",19.49,"cartofi timpurii si de vara  ",6.59,"cartofi noi 2.5kg 365",100,19.99,"cartofi 5kg 365",101,19.99,"cartofi 5kg 365",101
"627","ardei gras galben kg (vrac)",12.99,"ardei gras, de cimp  ",13.59,"ardei gras galben kg (vrac)",101,6.99,"pepene galben (vrac)",76,6.99,"pepene galben (vrac)",76
"628","fasole uscata alba calitatea1 kg (vrac)",6.99,"fasole uscata  ",6.59,"fasole uscata alba calitatea1 kg (vrac)",101,6.99,"fasole uscata alba calitatea1 kg (vrac)",101,6.99,"fasole uscata alba calitatea1 kg (vrac)",101
"629","lapte consum 3.5% grasime 1l napolact",5.24,"lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""",5.25,"lapte consum 3.5% grasime 1l napolact",101,5.24,"lapte consum 3.5% grasime 1l napolact",101,5.24,"lapte consum 3.5% grasime 1l napolact",101
"630","lapte uht 3.5% grasime 1l ladorna",4.31,"lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""",5.39,"lapte uht 3.5% grasime 1l ladorna",101,4.84,"lapte uht 3.5% grasime 1l ladorna",101,4.84,"lapte uht 3.5% grasime 1l ladorna",101
"631","lapte uht 1.5% grasime 1l 365",2.49,"lapte de vaca, degresat  (1,5-1,8%) ",3.09,"lapte uht 1.5% grasime 1l 365",101,2.49,"lapte uht 1.5% grasime 1l 365",101,2.49,"lapte uht 1.5% grasime 1l 365",101
"632","lapte uht 1.5% grasime 1l ladorna",4.79,"lapte de vaca, degresat  (1,5-1,8%) ",5.19,"lapte uht 1.5% grasime 1l ladorna",101,4.59,"lapte uht 1.5% grasime 1l ladorna",101,4.59,"lapte uht 1.5% grasime 1l ladorna",101
"633","lapte de consum semidegresat 1.5% grasime 1l zuzu",4.34,"lapte de vaca, degresat  (1,5-1,8%) ",4.94,"lapte de consum semidegresat 1.5% grasime 1l zuzu",101,4.37,"lapte de consum semidegresat 1.5% grasime 1l zuzu",101,4.37,"lapte de consum semidegresat 1.5% grasime 1l zuzu",101
"634","lapte consum 1.5% grasime 1l napolact",4.97,"lapte de vaca, degresat  (1,5-1,8%) ",5.43,"lapte consum 1.5% grasime 1l napolact",101,4.85,"lapte consum 1.5% grasime 1l napolact",101,4.85,"lapte consum 1.5% grasime 1l napolact",101
"635","lapte de consum integral 3.5% grasime 1l zuzu",4.93,"lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""",5.53,"lapte de consum integral 3.5% grasime 1l zuzu",101,4.89,"lapte de consum integral 3.5% grasime 1l zuzu",101,4.89,"lapte de consum integral 3.5% grasime 1l zuzu",101
"636","lapte uht 3.5% grasime 1l 365",4.19,"lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""",4.69,"lapte uht 3.5% grasime 1l 365",101,3.89,"lapte uht 3.5% grasime 1l 365",101,3.89,"lapte uht 3.5% grasime 1l 365",101
"637","lapte de consum 3.5% grasime oly 1l olympus",4.61,"lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""",5.21,"lapte de consum 3.5% grasime oly 1l olympus",101,4.75,"lapte de consum 3.5% grasime oly 1l olympus",101,4.75,"lapte de consum 3.5% grasime oly 1l olympus",101
"638","lapte uht 0.1% grasime 1l ladorna",4.84,"lapte 0,1% grasime (cutie  carton) ",5.44,"lapte uht 0.1% grasime 1l ladorna",101,5.12,"lapte uht 0.1% grasime 1l ladorna",101,5.12,"lapte uht 0.1% grasime 1l ladorna",101
"639","lapte de consum cu 0.1% grasime 1l zuzu",4.47,"lapte 0,1% grasime (cutie  carton) ",5.07,"lapte de consum cu 0.1% grasime 1l zuzu",101,4.74,"lapte de consum cu 0.1% grasime 1l zuzu",101,4.74,"lapte de consum cu 0.1% grasime 1l zuzu",101
"640","lapte eco uht 3.5% grasime 1l ladorna",7.19,"lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""",7.79,"lapte eco uht 3.5% grasime 1l ladorna",101,6.49,"lapte eco uht 3.5% grasime 1l ladorna",101,6.49,"lapte eco uht 3.5% grasime 1l ladorna",101
"641","lapte uht 1.5% grasime 1l muller",4.99,"lapte de vaca, degresat  (1,5-1,8%) ",5.59,"lapte uht 1.5% grasime 1l muller",101,5.5,"lapte uht 1.5% grasime 1l muller",101,5.5,"lapte uht 1.5% grasime 1l muller",101
"642","lapte uht 3.5% grasime 1l muller",5.39,"lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""",5.99,"lapte uht 3.5% grasime 1l muller",101,5.78,"lapte uht 3.5% grasime 1l muller",101,5.78,"lapte uht 3.5% grasime 1l muller",101
"643","lapte de consum 1.5% grasime oly 1l olympus",3.39,"lapte de vaca, degresat  (1,5-1,8%) ",4.86,"lapte de consum 1.5% grasime oly 1l olympus",101,4.49,"lapte de consum 1.5% grasime oly 1l olympus",101,4.49,"lapte de consum 1.5% grasime oly 1l olympus",101
"644","lapte semidegresat uht 1.5% grasime 1l fulga",4.69,"lapte de vaca, degresat  (1,5-1,8%) ",5.29,"lapte semidegresat uht 1.5% grasime 1l fulga",101,4.39,"lapte uht semidegresat fulga 1.5% grasime 1l",100,4.39,"lapte uht semidegresat fulga 1.5% grasime 1l",100
"645","lapte consum 1.5% grasime 1l ladorna",4.29,"lapte de vaca, degresat  (1,5-1,8%) ",4.69,"lapte consum 1.5% grasime 1l ladorna",101,4.69,"lapte de consum cu 1.5% grasime 1l ladorna",100,4.69,"lapte de consum cu 1.5% grasime 1l ladorna",100
"646","lapte uht 3.5% grasime 1l fulga",5.12,"lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""",5.72,"lapte uht 3.5% grasime 1l fulga",101,4.39,"lapte uht semidegresat fulga 1.5% grasime 1l",97,4.39,"lapte uht semidegresat fulga 1.5% grasime 1l",97
"647","lapte consum 3.5% grasime 1l kaerntner",11.39,"lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""",7.3,"lapte consum bio 3.5% grasime 1l olympus",84,11.39,"lapte consum 3.5% grasime 1l kaerntner",101,11.39,"lapte consum 3.5% grasime 1l kaerntner",101
"648","lapte de consum 1.5% grasime 1l oke",3.79,"lapte de vaca, degresat  (1,5-1,8%) ",4.24,"lapte de consum 1.5% grasime 1l oke",101,3.79,"lapte de consum 1.5% grasime 1l oke",101,3.79,"lapte de consum 1.5% grasime 1l oke",101
"649","lapte de consum integral 3.5% grasime 1l raraul",5.02,"lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""",5.73,"lapte de consum integral 3.5% grasime 1l raraul",101,5.23,"lapte de consum integral 3.5% grasime 1l raraul",101,5.23,"lapte de consum integral 3.5% grasime 1l raraul",101
"650","pulpe de pui superioare dezosate fara piele kg coco rico",16.99,"pulpe superioare de pui, fara  piele si os, preambalate ",21.09,"pulpe de pui superioare dezosate fara piele kg coco rico",101,20.49,"pulpe de pui superioare dezosate fara piele kg coco rico",101,20.49,"pulpe de pui superioare dezosate fara piele kg coco rico",101
"651","piept de pui dezosat - file fara piele si minor kg 365",17.99,"pulpe superioare de pui, fara  piele si os, preambalate ",18.59,"piept de pui dezosat - file fara piele si minor kg 365",101,17.99,"piept de pui dezosat - file fara piele si minor kg 365",101,17.99,"piept de pui dezosat - file fara piele si minor kg 365",101
"652","aripioare de pui picante kg le boucher",14.99,"aripi de pui, preambalate  ",12.59,"fragedo mix aripioare de pui rotisate picante si barbeque",77,12.69,"aripioare de pui fragedo, per kg",76,12.69,"aripioare de pui fragedo, per kg",76
"653","ceafa de porc fara os, 5 felii kg gusturi romanesti",21.99,"ceafa, cotlet fara os si  slanina ",21.59,"ceafa de porc fara os, 5 felii kg gusturi romanesti",101,21.99,"ceafa de porc fara os, 5 felii kg gusturi romanesti",101,21.99,"ceafa de porc fara os, 5 felii kg gusturi romanesti",101
"654","pulpe superioare de pui cu os si piele kg 365",11.39,"pulpe superioare de pui, fara  piele si os, preambalate ",11.99,"pulpe superioare de pui cu os si piele kg 365",101,11.39,"pulpe superioare de pui cu os si piele kg 365",101,11.39,"pulpe superioare de pui cu os si piele kg 365",101
"655","piept de pui dezosat fara piele ambalat individual kg 365",17.79,"piept de pui, dezosat,  preambalat ",18.09,"piept de pui dezosat fara piele ambalat individual kg 365",101,17.79,"piept de pui dezosat fara piele ambalat individual kg 365",101,17.79,"piept de pui dezosat fara piele ambalat individual kg 365",101
"656","pulpe de pui dezosate fara piele refrigerate kg fragedo",18.99,"pulpe superioare de pui, fara  piele si os, preambalate ",19.59,"pulpe de pui dezosate fara piele refrigerate kg fragedo",101,20.59,"pulpe de pui dezosate fara piele refrigerate kg fragedo",101,20.59,"pulpe de pui dezosate fara piele refrigerate kg fragedo",101
"657","puisor de ferma franta kg savel",35.19,"pui (fara cap, git, gheare),  preambalat ",78.59,"piept pui kg savel",62,35.19,"puisor de ferma franta kg savel",101,35.19,"puisor de ferma franta kg savel",101
"658","piept de pui file dezosat fara piele si minor kg coco rico",21.99,"piept de pui, dezosat,  preambalat ",22.59,"piept de pui file dezosat fara piele si minor kg coco rico",101,21.99,"piept de pui file dezosat fara piele si minor kg coco rico",101,21.99,"piept de pui file dezosat fara piele si minor kg coco rico",101
"659","aripioare de pui cu piele refrigerate kg fragedo",12.99,"aripi de pui, preambalate  ",13.59,"aripioare de pui cu piele refrigerate kg fragedo",101,13.99,"aripioare de pui cu piele refrigerate kg fragedo",101,13.99,"aripioare de pui cu piele refrigerate kg fragedo",101
"660","pulpe superioare de pui dezosate fara piele kg 365",16.89,"pulpe superioare de pui, fara  piele si os, preambalate ",17.49,"pulpe superioare de pui dezosate fara piele kg 365",101,16.89,"pulpe superioare de pui dezosate fara piele kg 365",101,16.89,"pulpe superioare de pui dezosate fara piele kg 365",101
"661","ficat de pui kg coco rico",12.39,"ficat pui, preambalat  ",12.99,"ficat de pui kg coco rico",101,12.39,"ficat de pui kg coco rico",101,12.39,"ficat de pui kg coco rico",101
"662","piept de pui dezosat fara piele feliat refrigerat kg fragedo",23.99,"piept de pui, dezosat,  preambalat ",24.59,"piept de pui dezosat fara piele feliat refrigerat kg fragedo",101,26.29,"piept de pui dezosat fara piele feliat refrigerat kg fragedo",101,26.29,"piept de pui dezosat fara piele feliat refrigerat kg fragedo",101
"663","pipote si inimi de pui kg coco rico",12.29,"pipote si inimi de pui si  gaina, preambalate ",12.89,"pipote si inimi de pui kg coco rico",101,12.29,"pipote si inimi de pui kg coco rico",101,12.29,"pipote si inimi de pui kg coco rico",101
"664","pulpe de pui cu spate kg 365",7.79,"pulpe pui, preambalate  ",7.59,"pulpe de pui cu spate kg 365",101,11.99,"pulpe inferioare de pui cu os si piele kg 365",88,11.99,"pulpe inferioare de pui cu os si piele kg 365",88
"665","piept de pui dezosat, fara piele, feliat kg 365",19.79,"piept de pui, dezosat,  preambalat ",20.39,"piept de pui dezosat, fara piele, feliat kg 365",101,19.79,"piept de pui dezosat, fara piele, feliat kg 365",101,19.79,"piept de pui dezosat, fara piele, feliat kg 365",101
"666","aripi de pui cu os si piele kg 365",9.99,"aripi de pui, preambalate  ",10.59,"aripi de pui cu os si piele kg 365",101,9.99,"aripi de pui cu os si piele kg 365",101,9.99,"aripi de pui cu os si piele kg 365",101
"667","aripi de pui cu piele kg coco rico",11.99,"aripi de pui, preambalate  ",11.89,"aripi de pui cu piele kg coco rico",101,11.29,"aripi de pui cu piele kg coco rico",101,11.29,"aripi de pui cu piele kg coco rico",101
"668","pulpe de pui cu os si piele kg 365",10.99,"pui (fara cap, git, gheare),  preambalat ",11.59,"pulpe de pui cu os si piele kg 365",101,10.99,"pulpe de pui cu os si piele kg 365",101,10.99,"pulpe de pui cu os si piele kg 365",101
"669","ceafa de porc cu os kg gusturi romanesti",17.99,"ceafa, cotlet fara os si  slanina ",18.59,"ceafa de porc cu os kg gusturi romanesti",101,17.99,"ceafa de porc cu os kg gusturi romanesti",101,17.99,"ceafa de porc cu os kg gusturi romanesti",101
"670","muschiulet de porc kg gusturi romanesti",34.99,"muschi de porc, fasonat  ",28.59,"muschiulet de porc kg gusturi romanesti",101,18.99,"gulas de porc kg gusturi romanesti",90,18.99,"gulas de porc kg gusturi romanesti",90
"671","ceafa de porc marinata fara os kg le boucher",25.99,"ceafa, cotlet fara os si  slanina ",25.59,"ceafa de porc marinata fara os kg le boucher",101,20.99,"ceafa de porc fara os x2",93,20.99,"ceafa de porc fara os x2",93
"672","pui grill kg gusturi romanesti",17.59,"pui (fara cap, git, gheare),  preambalat ",18.79,"pulpe de pui cu os kg gusturi romanesti",89,17.59,"pui grill kg gusturi romanesti",101,17.59,"pui grill kg gusturi romanesti",101
"673","ceafa de porc fara os kg le boucher",21.79,"ceafa, cotlet fara os si  slanina ",20.59,"ceafa de porc fara os kg le boucher",101,21.79,"ceafa de porc fara os kg le boucher",101,21.79,"ceafa de porc fara os kg le boucher",101
"674","telemea de vaca 350g gusturi romanesti",7.69,"brinza (telemea) din lapte de  vaca ",8.29,"telemea de vaca 350g gusturi romanesti",101,7.69,"telemea de vaca 350g gusturi romanesti",101,7.69,"telemea de vaca 350g gusturi romanesti",101
"675","telemea de oaie 400g 365",11.67,"brinza (telemea) din lapte de  oaie ",12.27,"telemea de oaie 400g 365",101,11.67,"telemea de oaie 400g 365",101,11.67,"telemea de oaie 400g 365",101
"676","telemea de capra 350g olympus",12.7,"brinza (telemea) din lapte de  capra ",13.24,"telemea de capra 350g olympus",101,12.68,"telemea de capra 350g olympus",101,12.68,"telemea de capra 350g olympus",101
"677","telemea de vaca 350g hochland",9.56,"brinza (telemea) din lapte de  vaca ",10.16,"telemea de vaca 350g hochland",101,9.56,"telemea de vaca 350g hochland",101,9.56,"telemea de vaca 350g hochland",101
"678","telemea de vaca 500g hochland",16.7,"brinza (telemea) din lapte de  vaca ",17.3,"telemea de vaca 500g hochland",101,16.7,"telemea de vaca 500g hochland",101,16.7,"telemea de vaca 500g hochland",101
"679","telemea de vaca 400g 365",10.09,"brinza (telemea) din lapte de  vaca ",10.69,"telemea de vaca 400g 365",101,10.09,"telemea de vaca 400g 365",101,10.09,"telemea de vaca 400g 365",101
"680","telemea de capra 200g gusturi romanesti",6.44,"brinza (telemea) din lapte de  capra ",7.04,"telemea de capra 200g gusturi romanesti",101,6.44,"telemea de capra 200g gusturi romanesti",101,6.44,"telemea de capra 200g gusturi romanesti",101
"681","telemea de oaie 350g olympus",12.73,"brinza (telemea) din lapte de  oaie ",13.21,"telemea de oaie 350g olympus",101,12.73,"telemea de oaie 350g olympus",101,12.73,"telemea de oaie 350g olympus",101
"682","telemea de vaca 50% grasime 200g hochland",5.7,"brinza (telemea) din lapte de  vaca ",6.3,"telemea de vaca 50% grasime 200g hochland",101,5.7,"telemea de vaca 50% grasime 200g hochland",101,5.7,"telemea de vaca 50% grasime 200g hochland",101
"683","telemea de oaie 200g gusturi romanesti",5.94,"brinza (telemea) din lapte de  oaie ",6.54,"telemea de oaie 200g gusturi romanesti",101,5.94,"telemea de oaie 200g gusturi romanesti",101,5.94,"telemea de oaie 200g gusturi romanesti",101
"684","telemea de vaca gust domol 350g napolact",10.57,"brinza (telemea) din lapte de  vaca ",9.86,"telemea de vaca gust domol 350g napolact",101,10.57,"telemea de vaca gust domol 350g napolact",101,10.57,"telemea de vaca gust domol 350g napolact",101
"685","feta de oaie si capra 200g olympus",9.99,"brinza feta""""  ",10.09,"feta de oaie si capra 200g olympus",101,11.09,"feta de oaie si capra 200g olympus",101,11.09,"feta de oaie si capra 200g olympus",101
"686","telemea de ibanesti de vaca 400g gusturi romanesti",8.49,"brinza (telemea) din lapte de  vaca ",9.09,"telemea de ibanesti de vaca 400g gusturi romanesti",101,8.49,"telemea de ibanesti de vaca 400g gusturi romanesti",101,8.49,"telemea de ibanesti de vaca 400g gusturi romanesti",101
"687","telemea de capra 150g olympus",6.25,"brinza (telemea) din lapte de  capra ",6.68,"telemea de capra 150g olympus",101,6.24,"telemea de capra 150g olympus",101,6.24,"telemea de capra 150g olympus",101
"688","telemea de oaie 200g president",7.92,"brinza (telemea) din lapte de  oaie ",8.52,"telemea de oaie 200g president",101,7.92,"telemea de oaie 200g president",101,7.92,"telemea de oaie 200g president",101
"689","telemea de vaca 350g president",10.72,"brinza (telemea) din lapte de  vaca ",11.32,"telemea de vaca 350g president",101,10,"telemea de vaca president 350g",100,10,"telemea de vaca president 350g",100
"690","telemea de capra 350g president",13.59,"brinza (telemea) din lapte de  capra ",14.94,"telemea de capra 350g president",101,13.4,"telemea capra 350g president",100,14.2,"telemea capra 350g president",100
"691","telemea de vaca 500g delaco",13.59,"brinza (telemea) din lapte de  vaca ",17.59,"telemea de vaca 500g delaco",101,20.73,"telemea de vaca 500g delaco",101,20.73,"telemea de vaca 500g delaco",101
"692","telemea huedin din lapte de vaca 42% grasime 350g napolact",11.44,"brinza (telemea) din lapte de  vaca ",11.93,"telemea huedin din lapte de vaca 42% grasime 350g napolact",101,11.67,"telemea huedin din lapte de vaca 42% grasime 350g napolact",101,11.67,"telemea huedin din lapte de vaca 42% grasime 350g napolact",101
"693","telemea de vaca 47% grasime 200g gusturi romanesti",4.64,"brinza (telemea) din lapte de  vaca ",5.24,"telemea de vaca 47% grasime 200g gusturi romanesti",101,4.64,"telemea de vaca 47% grasime 200g gusturi romanesti",101,4.64,"telemea de vaca 47% grasime 200g gusturi romanesti",101
"694","telemea din lapte de vaca pasteurizat 200g olympus",6.73,"brinza (telemea) din lapte de  vaca ",7.33,"telemea din lapte de vaca pasteurizat 200g olympus",101,6.73,"telemea din lapte de vaca pasteurizat 200g olympus",101,6.73,"telemea din lapte de vaca pasteurizat 200g olympus",101
"695","branza feta in saramura 200g roussas",12.85,"brinza feta""""  ",12.17,"branza feta in saramura 200g roussas",101,12.85,"branza feta in saramura 200g roussas",101,12.85,"branza feta in saramura 200g roussas",101
"696","telemea de bivolita 200g rustic",9.15,"brinza (telemea) din lapte de  bivolita ",8.84,"telemea de bivolita 200g rustic",101,9.65,"telemea de bivolita 200g rustic",101,9.65,"telemea de bivolita 200g rustic",101
"697","feta maturata in butoi 170g roussas",10.71,"brinza feta""""  ",11.31,"feta maturata in butoi 170g roussas",101,9.99,"feta maturata in butoi 170g roussas",101,9.99,"feta maturata in butoi 170g roussas",101
"698","telemea de oaie 350g president",12.99,"brinza (telemea) din lapte de  oaie ",12.8,"telemea oaie 350g president",100,12.8,"telemea oaie 350g president",100,13.5,"telemea oaie 350g president",100
