"","nume","pret_aug","nomenclator","pret_sept","nume_sept","scor_aug_sept","pret_oct","nume_oct","scor_aug_oct","pret_noi","nume_noi","scor_aug_noi"
"278","hochland telemea vaca 350g","9.25 Lei/buc 26.43 kilogram","brinza (telemea) din lapte de  vaca ","9.55 Lei/buc 27.29 kilogram","hochland telemea vaca 350g",101,"429 Lei/bucata","telemea de vaca hochland 150g",91,"429 Lei/bucata","telemea de vaca hochland 150g",91
"279","lapte proaspat 1,5% grasime zuzu 1l","4.33 Lei/buc 4.33 litru","lapte de vaca, degresat  (1,5-1,8%) ","4.32 Lei/buc 4.32 litru","lapte proaspat 1,5% grasime zuzu 1l",101,"440 Lei/bucata","lapte degresat zuzu 0.1% grasime 1l",85,"480 Lei/bucata","lapte degresat zuzu 0.1% grasime 1l",85
"280","smantana winny 900g","5.16 Lei/buc 5.73 kilogram","smintina la galetusa, 12%  grasime (800-1000 ml) ","5.32 Lei/buc 5.91 kilogram","smantana winny 900g",101,"729 Lei/buc","smantana 12% grasime 900g 365",81,"729 Lei/buc","smantana 12% grasime 900g 365",81
"281","lapte proaspat 3,5% grasime zuzu 1l","4.81 Lei/buc 4.81 litru","lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""","4.81 Lei/buc 4.81 litru","lapte proaspat 3,5% grasime zuzu 1l",101,"437 Lei/bucata","lapte de consum integral zuzu 3.5% grasime 1l",85,"455 Lei/bucata","lapte de consum integral zuzu 3.5% grasime 1l",85
"282","albalact unt 200g","7.00 Lei/buc 35.00 kilogram","unt de masa, cu 65% grasime  (pachet de 200 g) ","7.06 Lei/buc 35.30 kilogram","albalact unt 200g",101,"779 Lei/bucata","unt albalact 65% grasime 200g",100,"819 Lei/bucata","unt albalact 65% grasime 200g",100
"283","covalact de tara branza fagaras 185g","3.30 Lei/buc 17.84 kilogram","brinza cu smintina (pahar  plastic 150-200 g) ","3.06 Lei/buc 16.54 kilogram","covalact de tara branza fagaras 185g",101,"269 Lei/bucata","branza fagaras covalact de tara 185g",100,"319 Lei/bucata","branza fagaras covalact de tara 185g",100
"284","lapte uht 1,5% grasime poiana florilor 1l","2.99 Lei/buc 2.99 litru","lapte de vaca, degresat  (1,5-1,8%) ","2.63 Lei/buc 2.63 litru","lapte uht 1,5% grasime poiana florilor 1l",101,"389 Lei/buc","lapte uht 0.07% grasime 1l 365",82,"389 Lei/buc","lapte uht 0.07% grasime 1l 365",82
"285","covalact de tara unt 200g","6.43 Lei/buc 32.15 kilogram","unt de masa, cca. 80% grasime  (pachet de 200 g) ","6.55 Lei/buc 32.75 kilogram","covalact de tara unt 200g",101,"995 Lei/buc","unt cu 80% grasime 200g covalact de tara",100,"995 Lei/buc","unt cu 80% grasime 200g covalact de tara",100
"286","hochland crema branza 200g","3.85 Lei/buc 19.25 kilogram","brinza proaspata crema  hochland (cu verdeata,  castraveti) - cutie plastic","4.82 Lei/buc 24.10 kilogram","hochland crema branza 200g",101,"496 Lei/buc","crema de branza clasic creme 200g hochland",100,"496 Lei/buc","crema de branza clasic creme 200g hochland",100
"287","delaco cascaval 350g","11.69 Lei/buc 33.40 kilogram","cascaval (din lapte de vaca)  ","11.46 Lei/buc 32.74 kilogram","delaco cascaval 350g",101,"1169 Lei/bucata","cascaval delaco desenvis 350g",100,"1169 Lei/bucata","cascaval delaco desenvis 350g",100
"288","hochland branza topita cu smantana 140g","4.14 Lei/buc 29.57 kilogram","brinza topita, cu adaosuri  (cutie de 140 g) ","4.38 Lei/buc 31.29 kilogram","hochland branza topita cu smantana 140g",101,"361 Lei/buc","branza topita cu smantana 8 triunghiuri 140g hochland",100,"361 Lei/buc","branza topita cu smantana 8 triunghiuri 140g hochland",100
"289","napolact iaurt 140g","0.98 Lei/buc 7.00 kilogram","iaurt (pahar plastic  150-200 ml) ","0.94 Lei/buc 6.71 kilogram","napolact iaurt 140g",101,"185 Lei/buc","iaurt bio 140g napolact",100,"185 Lei/buc","iaurt bio 140g napolact",100
"290","covalact sana 3.6% 330g","2.28 Lei/buc 6.91 kilogram","iaurt de baut (pahar 320 -  350 g) ","2.34 Lei/buc 7.09 kilogram","covalact sana 3.6% 330g",101,"250 Lei/buc","sana 3.6% grasime 330g covalact de tara",100,"250 Lei/buc","sana 3.6% grasime 330g covalact de tara",100
"291","iaurt natural danone 390g","2.11 Lei/buc 5.41 kilogram","iaurt natural fara grasime  (pahar plastic 375-450 g) ","2.12 Lei/buc 5.44 kilogram","iaurt natural danone 390g",101,"094 Lei/buc","iaurt natural 130g danone",96,"094 Lei/buc","iaurt natural 130g danone",96
"292","prodlacta sana de la munte 900g","3.99 Lei/buc 4.43 kilogram","sana (sticla plastic 800-  1000 g) ","4.66 Lei/buc 5.18 kilogram","prodlacta sana de la munte 900g",101,"544 Lei/bucata","sana prodlacta 3.6% grasime 900g",76,"544 Lei/bucata","sana prodlacta 3.6% grasime 900g",76
"293","activia iaurt capsuni cereale 168g","2.41 Lei/buc 14.35 kilogram","iaurt cu fructe (125 g)  ","2.42 Lei/buc 14.40 kilogram","activia iaurt capsuni cereale 168g",101,"239 Lei/bucata","iaurt cu capsuni si fulgi de cereale danone activia mic dejun 168g",100,"239 Lei/bucata","iaurt cu capsuni si fulgi de cereale danone activia mic dejun 168g",100
"294","delma sandvis margarina 500g","3.40 Lei/buc 6.80 kilogram","margarina (cutie plastic de  500 g) ","3.46 Lei/buc 6.92 kilogram","delma sandvis margarina 500g",101,"3.59 Lei/buc 7.18 kilogram","delma sandvis margarina 500g",101,"3.59 Lei/buc 7.18 kilogram","delma sandvis margarina 500g",101
"295","delma sandvis margarina 250g","2.14 Lei/buc 8.56 kilogram","margarina - indigena (pachet  de 250 g) ","2.21 Lei/buc 8.84 kilogram","delma sandvis margarina 250g",101,"2.12 Lei/buc 8.48 kilogram","delma sandvis margarina 250g",101,"2.12 Lei/buc 8.48 kilogram","delma sandvis margarina 250g",101
"296","soia felii winny 100g","1.29 Lei/buc 12.90 kilogram","soia felii (punga 100-200 g)  ","1.28 Lei/buc 12.80 kilogram","soia felii winny 100g",101,"1.31 Lei/buc 13.10 kilogram","soia felii winny 100g",101,"1.31 Lei/buc 13.10 kilogram","soia felii winny 100g",101
"297","cora bagheta alba 300g","0.99 Lei/buc 3.30 kilogram","piine alba, format bagheta  ","0.99 Lei/buc 3.30 kilogram","cora bagheta alba 300g",101,"0.99 0.89 Lei/buc 2.97 kilogram","cora bagheta alba 300g",101,"0.99 0.89 Lei/buc 2.97 kilogram","cora bagheta alba 300g",101
"298","paine neagra 500g","1.89 Lei/buc 3.78 kilogram","piine neagra simpla, format  rotund, oval sau lung ","1.89 Lei/buc 3.78 kilogram","paine neagra 500g",101,"1.89 Lei/buc 3.78 kilogram","paine neagra 500g",101,"1.89 Lei/buc 3.78 kilogram","paine neagra 500g",101
"299","cora paine 300g","0.79 Lei/buc 2.63 kilogram","piine alba simpla  ","0.79 Lei/buc 2.63 kilogram","cora paine 300g",101,"0.79 Lei/buc 2.63 kilogram","cora paine 300g",101,"0.79 Lei/buc 2.63 kilogram","cora paine 300g",101
"300","cora paine graham 600g","3.10 Lei/buc 5.17 kilogram","piine graham  ","2.90 Lei/buc 4.83 kilogram","cora paine graham 600g",101,"3.10 Lei/buc 5.17 kilogram","cora paine graham 600g",101,"3.10 Lei/buc 5.17 kilogram","cora paine graham 600g",101
"301","paine alba feliata neptun 400g","3.02 Lei/buc 7.55 kilogram","piine feliata (pachet celofan)  ","2.97 Lei/buc 7.43 kilogram","paine alba feliata neptun 400g",101,"2.99 Lei/buc 7.48 kilogram","paine alba feliata neptun 400g",101,"2.99 Lei/buc 7.48 kilogram","paine alba feliata neptun 400g",101
"302","toast integral 500g","2.99 Lei/buc 5.98 kilogram","piine semialba (intermediara,  integrala) ","2.99 Lei/buc 5.98 kilogram","toast integral 500g",101,"2.99 Lei/buc 5.98 kilogram","toast integral 500g",101,"557 Lei/buc","paine toast integral 500g savoria",100
"303","paine feliata cu cartofi tosteria 500g","3.08 Lei/buc 6.16 kilogram","piine alba cu cartofi  ","3.97 Lei/buc 7.94 kilogram","paine feliata cu cartofi tosteria 500g",101,"3.99 Lei/buc 7.98 kilogram","paine feliata cu cartofi tosteria 500g",101,"439 Lei/bucata","paine cu cartofi, feliata vel pitar 800g",81
"304","croissant cu ciocolata 85g","1.69 Lei/buc 19.88 kilogram","croissant umplut cu ciocolata  - indigen (punga metalizata  de 65-100 g) tip magic"" sau""","1.69 Lei/buc 19.88 kilogram","croissant cu ciocolata 85g",101,"1.69 Lei/buc 19.88 kilogram","croissant cu ciocolata 85g",101,"1.69 Lei/buc 19.88 kilogram","croissant cu ciocolata 85g",101
"305","cozonac de post cu nuca si cacao cora 500g","4.99 Lei/buc 9.98 kilogram","cozonac de post, cu rahat  (400-800 g) ","4.99 Lei/buc 9.98 kilogram","cozonac de post cu nuca si cacao cora 500g",101,"4.99 Lei/buc 9.98 kilogram","cozonac de post cu nuca si cacao cora 500g",101,"4.99 Lei/buc 9.98 kilogram","cora cozonac 500g",100
"306","cozonac cu nuca si cacao cora 500g","4.99 Lei/buc 9.98 kilogram","cozonac cu diferite umpluturi  (400-800 g) ","4.99 Lei/buc 9.98 kilogram","cozonac cu nuca si cacao cora 500g",101,"4.99 3.99 Lei/buc 7.98 kilogram","cozonac cu nuca si cacao cora 500g",101,"4.99 3.99 Lei/buc 7.98 kilogram","cozonac cu nuca si cacao cora 500g",101
"307","cora strudel 80g","1.79 Lei/buc 22.38 kilogram","strudel (cu mere sau brinza)  (70-100 g) ","1.79 Lei/buc 22.38 kilogram","cora strudel 80g",101,"1.79 Lei/buc 22.38 kilogram","cora strudel 80g",101,"1.79 Lei/buc 22.38 kilogram","cora strudel 80g",101
"308","cora fursecuri cu stafide","24.90 Lei/kilogram","fursecuri ambalate in cutie  ","22.90 Lei/kilogram","cora fursecuri cu stafide",101,"23.90 Lei/kilogram","cora fursecuri cu stafide",101,"23.90 Lei/kilogram","cora fursecuri cu stafide",101
"309","bella foi fine de placinta refrigerate 350g","4.13 Lei/buc 11.80 kilogram","foi de placinta (pachet de  350-500 g) ","4.15 Lei/buc 11.86 kilogram","bella foi fine de placinta refrigerate 350g",101,"4.07 Lei/buc 11.63 kilogram","bella foi fine de placinta refrigerate 350g",101,"334 Lei/buc","foi de placinta 400g bella",89
"310","winny zahar 1kg","3.23 Lei/buc 3.23 kilogram","zahar cristal tos - preambalat  ","399","zahar alb 1kg luna",75,"3.02 Lei/buc 3.02 kilogram","winny zahar 1kg",101,"3.02 Lei/buc 3.02 kilogram","winny zahar 1kg",101
"311","unisol ulei 1l","5.54 Lei/buc 5.54 litru","ulei de floarea soarelui,  dublu rafinat ","1270 Lei/bucata","ulei de floarea soarelui unisol 2l",88,"5.54 Lei/buc 5.54 litru","unisol ulei 1l",101,"5.54 Lei/buc 5.54 litru","unisol ulei 1l",101
"312","regal otet 1l","2.79 Lei/buc 2.79 litru","otet de mere (sticla plastic  de 500 ml) ","279 Lei/bucata","otet alimentar de fermentatie regal 1l",100,"2.81 Lei/buc 2.81 litru","regal otet 1l",101,"2.81 Lei/buc 2.81 litru","regal otet 1l",101
"313","pambac malai superior 1kg","1.72 Lei/buc 1.72 kilogram","malai extra indigen -  preambalat ","300 Lei/bucata","malai superior gata 1kg",88,"1.63 Lei/buc 1.63 kilogram","pambac malai superior 1kg",101,"1.63 Lei/buc 1.63 kilogram","pambac malai superior 1kg",101
"314","baneasa faina 1kg","3.07 Lei/buc 3.07 kilogram","faina alba superioara (480 tip  000) - preambalata ","400 Lei/bucata","faina alba baneasa 1kg",100,"3.14 Lei/buc 3.14 kilogram","baneasa faina 1kg",101,"3.14 Lei/buc 3.14 kilogram","baneasa faina 1kg",101
"315","dobrogea faina 1kg","3.03 Lei/buc 3.03 kilogram","faina alba superioara (480 tip  000) - preambalata ","302 Lei/bucata","faina alba dobrogea 1kg",100,"3.15 Lei/buc 3.15 kilogram","dobrogea faina 1kg",101,"3.14 2.69 Lei/buc 2.69 kilogram","dobrogea faina 1kg",101
"316","dr.oetker praf copt 10g","0.38 Lei/buc","praf de copt (ruff""  ""dr.""  oetker) (plic 10 g)""","090 Lei/bucata","praf de copt dr.oetker 30g",90,"0.38 Lei/buc","dr.oetker praf copt 10g",101,"0.38 Lei/buc","dr.oetker praf copt 10g",101
"317","titan pesmet 500g","3.11 Lei/buc 6.22 kilogram","pesmet alb (punga de 500 g)  ","260 Lei/bucata","gris titan 500g",80,"3.12 Lei/buc 6.24 kilogram","titan pesmet 500g",101,"3.12 Lei/buc 6.24 kilogram","titan pesmet 500g",101
"318","pakmaya drojdie 25g","0.47 Lei/buc 18.80 kilogram","drojdie de bere, proaspata,  comprimata (pachet de 500 g) ","048 Lei/bucata","drojdie proaspata pakmaya 25g",100,"0.55 Lei/buc 22.00 kilogram","pakmaya drojdie 25g",101,"0.55 Lei/buc 22.00 kilogram","pakmaya drojdie 25g",101
"319","atifco orez 1kg","6.68 Lei/buc 6.68 kilogram","orez cu bob rotund, preambalat  ","639 Lei/bucata","orez sarmale atifco 1kg",100,"6.93 6.49 Lei/buc 6.49 kilogram","atifco orez 1kg",101,"6.93 6.49 Lei/buc 6.49 kilogram","atifco orez 1kg",101
"320","malai extra cora 1kg","2.29 Lei/buc 2.29 kilogram","malai extra indigen -  preambalat ","315 Lei/bucata","malai extra pambac 1kg",86,"2.29 1.79 Lei/buc 1.79 kilogram","malai extra cora 1kg",101,"1.79 Lei/buc 1.79 kilogram","malai extra cora 1kg",101
"321","delikat adaos legume 75g","1.87 Lei/buc 24.93 kilogram","delikat (pachet de 75-80 g)  ","171 Lei/bucata","baza pentru mancaruri delikat legume 75g",86,"1.89 Lei/buc 25.20 kilogram","delikat adaos legume 75g",101,"1.89 Lei/buc 25.20 kilogram","delikat adaos legume 75g",101
"322","zahar brun 500g","3.47 Lei/buc 6.94 kilogram","zahar brun (500 g)  ","550 Lei/bucata","zahar brun demerara 500g",100,"3.60 Lei/buc 7.20 kilogram","zahar brun 500g",101,"3.60 Lei/buc 7.20 kilogram","zahar brun 500g",101
"323","barilla spaghetti 500g","5.34 Lei/buc 10.68 kilogram","spaghetti - indigene (pachet  de 400-500 g) ","419 Lei/bucata","spaghettini nr. 3 barilla 500g",86,"5.14 4.81 Lei/buc 9.62 kilogram","barilla spaghetti 500g",101,"5.14 4.81 Lei/buc 9.62 kilogram","barilla spaghetti 500g",101
"324","baneasa gris 500g","2.52 Lei/buc 5.04 kilogram","gris preambalat (punga 500 g)  ","250 Lei/bucata","gris de grau baneasa 500g",100,"2.53 Lei/buc 5.06 kilogram","baneasa gris 500g",101,"2.53 Lei/buc 5.06 kilogram","baneasa gris 500g",101
"325","vincon otet 1l","3.22 Lei/buc 3.22 litru","otet alimentar de 9 grade  (sticla plastic de 1000 ml) ","345 Lei/bucata","otet alimentar din vin rosu vincon vrancea 1l",100,"3.22 Lei/buc 3.22 litru","vincon otet 1l",101,"3.22 Lei/buc 3.22 litru","vincon otet 1l",101
"326","dr.oetker esenta rom 38ml","3.55 Lei/buc","esenta de rom, vanilie, fistic  (sticluta de 25-30 ml) ","410 Lei/bucata","esenta de rom dr.oetker 38ml",100,"3.58 Lei/buc","dr.oetker esenta rom 38ml",101,"3.58 Lei/buc","dr.oetker esenta rom 38ml",101
"327","dr.oetker esenta vanilie 38ml","3.48 Lei/buc","esenta de rom, vanilie, fistic  (sticluta de 25-30 ml) ","410 Lei/bucata","esenta de vanilie dr. oetker 38ml",100,"3.65 Lei/buc","dr.oetker esenta vanilie 38ml",101,"3.65 Lei/buc","dr.oetker esenta vanilie 38ml",101
"328","dr.oetker original pudding pudra 40 g","1.04 Lei/buc","praf de budinca (plic de cca.  40 g) ","110 Lei/bucata","praf de budinca cu gust de capsuni dr.oetker original pudding 40g",83,"1.06 Lei/buc","dr.oetker original pudding pudra 40 g",101,"1.06 Lei/buc","dr.oetker original pudding pudra 40 g",101
"329","bucegi pate de porc 120g","2.45 Lei/buc 20.42 kilogram","pate ficat (cutie de 100 g)  ","2.30 Lei/buc 19.17 kilogram","bucegi pate de porc 120g",101,"2.47 Lei/buc 20.58 kilogram","bucegi pate de porc 120g",101,"2.47 Lei/buc 20.58 kilogram","bucegi pate de porc 120g",101
"330","sadu pate porc 100g","1.64 Lei/buc 16.40 kilogram","pate ficat (cutie de 100 g)  ","1.52 Lei/buc 15.20 kilogram","sadu pate porc 100g",101,"1.67 Lei/buc 16.70 kilogram","sadu pate porc 100g",101,"1.67 Lei/buc 16.70 kilogram","sadu pate porc 100g",101
"331","bucegi pate 200g","2.89 Lei/buc 14.45 kilogram","pate ficat (cutie de 200 g)  ","3.40 Lei/buc 17.00 kilogram","bucegi pate 200g",101,"3.91 Lei/buc 19.55 kilogram","bucegi pate 200g",101,"3.91 Lei/buc 19.55 kilogram","bucegi pate 200g",101
"332","bucegi pate vegetal 200g","2.89 Lei/buc 14.45 kilogram","pate vegetal (cutie de 200 g)  ","3.66 Lei/buc 18.30 kilogram","bucegi pate vegetal 200g",101,"3.93 Lei/buc 19.65 kilogram","bucegi pate vegetal 200g",101,"3.93 Lei/buc 19.65 kilogram","bucegi pate vegetal 200g",101
"333","defne masline 260g","4.50 Lei/buc 18.00 kilogram","masline negre - cal. i  ","4.37 Lei/buc 17.48 kilogram","defne masline 260g",101,"4.47 Lei/buc 17.88 kilogram","defne masline 260g",101,"4.47 4.19 Lei/buc 16.76 kilogram","defne masline 260g",101
"334","nutella crema alune 400g","11.73 Lei/buc 29.33 kilogram","nutella (400 g)  ","11.61 Lei/buc 29.03 kilogram","nutella crema alune 400g",101,"12.31 Lei/buc 30.78 kilogram","nutella crema alune 400g",101,"12.31 Lei/buc 30.78 kilogram","nutella crema alune 400g",101
"335","fineti crema cacao 200g","5.16 Lei/buc 25.80 kilogram","crema de ciocolata finetti""""  (cutie plastic de 200 g) ","5.00 Lei/buc 25.00 kilogram","fineti crema cacao 200g",101,"5.25 Lei/buc 26.25 kilogram","fineti crema cacao 200g",101,"5.25 Lei/buc 26.25 kilogram","fineti crema cacao 200g",101
"336","roua florilor breakfast miere poliflora 950g","23.02 Lei/buc 24.23 kilogram","miere poliflora - calitate  superioara (borcan de 350-  500 ml)","22.99 Lei/buc 24.20 kilogram","roua florilor breakfast miere poliflora 950g",101,"22.89 18.71 Lei/buc 19.69 kilogram","roua florilor breakfast miere poliflora 950g",101,"18.71 Lei/buc 19.69 kilogram","roua florilor breakfast miere poliflora 950g",101
"337","raureni gem caise 370g","5.95 Lei/buc 16.08 kilogram","gem de caise - indigen (borcan  de 360-450 ml) ","3.99 Lei/kilogram","caise",100,"6.92 Lei/buc 18.70 kilogram","raureni gem caise 370g",101,"6.92 Lei/buc 18.70 kilogram","raureni gem caise 370g",101
"338","gem de capsuni raureni 370g","6.88 Lei/buc 18.59 kilogram","gem de capsuni - indigen  (borcan de 360-450 ml) ","510 Lei/bucata","gem de capsuni raureni 370g",101,"750 Lei/bucata","gem de capsuni raureni 370g",101,"750 Lei/bucata","gem de capsuni raureni 370g",101
"339","raureni dulceata visine 350g","9.55 Lei/buc 27.29 kilogram","dulceata de visine - indigena  (borcan de 360-450 ml) ","9.31 Lei/buc 26.60 kilogram","raureni dulceata visine 350g",101,"9.88 Lei/buc 28.23 kilogram","raureni dulceata visine 350g",101,"9.88 Lei/buc 28.23 kilogram","raureni dulceata visine 350g",101
"340","winny gem prune 370g","3.80 Lei/buc 10.27 kilogram","gem de prune - indigen (borcan  de 360-450 ml) ","3.86 Lei/buc 10.43 kilogram","winny gem prune 370g",101,"3.72 Lei/buc 10.05 kilogram","winny gem prune 370g",101,"3.72 Lei/buc 10.05 kilogram","winny gem prune 370g",101
"341","winny gem piersici 370g","3.82 Lei/buc 10.32 kilogram","gem de piersici - indigen  (borcan de 360-450 ml) ","3.92 Lei/buc 10.59 kilogram","winny gem piersici 370g",101,"3.71 Lei/buc 10.03 kilogram","winny gem piersici 370g",101,"3.71 Lei/buc 10.03 kilogram","winny gem piersici 370g",101
"342","gem de visine raureni 370g","6.88 Lei/buc 18.59 kilogram","gem de visine - indigen  (borcan de 360-450 ml) ","6.85 Lei/buc 18.51 kilogram","gem de visine raureni 370g",101,"750 Lei/bucata","gem de visine raureni 370g",101,"750 Lei/bucata","gem de visine raureni 370g",101
